"Food ID"	"Name"	"Optional Name"	"Description"	"Scientific Name"	"Derivation"	"Nitrogen Factor"	"Fat Factor"	"Specific Gravity"	"Sampling details"	"Inedible Portion"	"Edible Portion"	"Group"	"Sub Group"	"Sort Order"
"02E60253"	"Spring roll, fried, Indonesian restaurant-style"	"Lumpia Goreng"	"Commercially prepared filling of carrot, chicken or beef, bamboo shoot, cabbage, egg yolk, salt and fish sauce, fried, as served in Indonesian restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates (except dietary fibre), fatty acids, vitamins and minerals were derived from a composite of 6 samples purchased from Sydney restaurants (Greenfield et al. 1991). Dietary fibre was imputed from vietnamese spring rolls."	"nil"	"100%"	"Restaurant Foods"	"Asian Foods"	"1637"
"02E60254"	"Spring roll, fried, Vietnamese restaurant-style"	""	"Commercially prepared filling of pork, crabmeat, carrot, bean threads and mushrooms, rolled in rice paper and fried, as served in Vietnamese restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates, fatty acids, vitamins and minerals were derived from a composite of 5 samples purchased in Sydney (Greenfield et al. 1991). Note high sum of proximates - data should be used with caution."	"nil"	"100%"	"Restaurant Foods"	"Asian Foods"	"1638"
"02F40195"	"Sushi, California roll, restaurant-style"	"Californian roll"	"Commercially prepared rice with fish roe, crab stick, cucumber and avocado filling wrapped in seaweed."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates (except dietary fibre), vitamins, minerals and fatty acids were derived from a composite of 5 samples purchased from Sydney restaurants (Arcot 1999). Dietary fibre was imputed based on the composition of the product. Iodine was estimated based on approximate proportions of nori and seafood extender. Note low sum of proximates (95%) - data should be used with caution."	"nil"	"100%"	"Restaurant Foods"	"Asian Foods"	"1639"
"05A10606"	"Tuna, raw, sashimi style, Japanese restaurant-style"	"Sashimi"	"Thin slices of uncooked tuna as purchased from Japanese-style restaurants."	"Scombridae Family"	"Analysed"	"6.25"	"0.700"	"0.000"	"The majority of nutrients were derived from a composite of 5 samples purchased in Sydney Japanese style restaurants in 1998. Fibre was imputed. Fatty acid subtotals were calculated from the fatty acid composition of yellowfin tuna."	"nil"	"100%"	"Restaurant Foods"	"Asian Foods"	"1640"
"08F10786"	"Cabbage roll, stuffed with meat & rice, Lebanese restaurant-style"	""	"Cabbage leaves stuffed with a meat and rice mixture, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.916"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of cabbage rolls purchased from Lebanese restaurants in Sydney. Vitamins and minerals were derived from a composite of 3 samples of cabbage rolls purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1641"
"02F40188"	"Cannelloni, beef, Italian restaurant- style"	""	"Commercially produced minced beef filling in pasta tubes and covered in a tomato-based sauce, topped with cheese, then baked."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates (except dietary fibre), fatty acids, Ca, Fe, K, Mg, Na, Zn and CHOL were derived from a composite of 9 samples purchased from restaurants and takeaway outlets in Sydney in 1982 (Greenfield et al. 1984). Moisture, dietary fibre, Cu, Mn, P, B1, B2, B3, retinol and VIT C were derived from a composite of 4 samples purchased from restaurants in Sydney (Greenfield et al. 1991). Moisture, dietary fibre, ACAR, BCAR, CRYP, B1, B2, B3, retinol and VIT C were derived from a composite of 6 samples (2x Findus and 1x McCain purchased frozen and heated by the laboratory, and 3x from restaurants) purchased in Adelaide (AGAL 1988).  Moisture, Cl, F, Cu, Mn, P, S, Se, ATOC, B1, B6, biotin and pantothenate were derived from a composite of 8 samples (4x Findus purchased frozen and heated by the laboratory, and 4x from restaurants) purchased in Adelaide (AGAL 1993)."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1642"
"08F10791"	"Chicken cacciatore, Italian restaurant-style"	""	"Chicken pieces in a tomato, mushroom and wine sauce, as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates, minerals and fatty acids were derived from a composite of 2 samples of chicken cacciatore purchased from 2 Italian restaurants in Sydney during March 1982. Vitamins and minerals were derived from a composite of 2 samples of chicken cacciatore purchased from Sydney restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1643"
"13B20206"	"Falafel, chickpea patty"	""	"Chickpea based patty with herbs and spices, deep fried."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"Na, fat and fatty acids were derived from 9 individual samples of falafels purchased from takeaway shops in NSW and WA in 2009 (2008 TFA program). I was derived from 6 individual samples of falafels purchased from takeaway shops in NSW as part of the same program. Proximates, vitamins and minerals were derived from a composite sample of 4 purchases of falafel purchased from Lebanese restaurants in Sydney (Greenfield et al. 1980 and Wills et al 1981). Vitamins and minerals were also determined from 3 samples purchased from take away shops and restaurants in Sydney in 1990 (AGAL, 1991). Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1644"
"13B20189"	"Foule moudamass, Lebanese restaurant-style"	""	"Cooked broad beans seasoned with garlic, lemon juice and oil, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and some minerals were derived from a composite of 2 samples  purchased in Sydney restaurants in around 1980.  Vitamins, some minerals, and fatty acids were derived from a composite of 2 samples purchased in Sydney restaurants in 1991. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1645"
"13B20205"	"Hummus dip, Lebanese restaurant-style"	""	"Spread of ground chick peas, tahini, lemon juice, garlic and oil, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.956"	"0.000"	"The majority of nutrients including proximates, fatty acids, vitamins and minerals were derived from a composite of 4 samples of hummus purchased from Lebanese restaurants in Sydney (Greenfield et al. 1980 and Wills et al 1981). Vitamins and minerals were also derived from a composite of 4 samples purchased from take away shops and restaurants in Sydney in 1990 (AGAL, 1991)."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1646"
"13B10240"	"Kibbi (with vegetables), baked, Lebanese restaurant-style"	""	"Egg-shaped balls of bulgur, walnuts, onions and sultanas, baked, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 3 samples of vegetable baked kibbi purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from 1 sample of vegetable kibbi purchased from Lebanese restaurants located in Sydney in 1991. Low sum of proximates use values with care."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1647"
"02E60256"	"Lady finger (pastry with meat), Lebanese restaurant-style"	"Lahm Ba'jeen"	"Filo pastry stuffed with meat, onion and pine nuts, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of lady fingers purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 4 samples of lady fingers purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1648"
"02E60258"	"Lady finger (pastry with vegetables), Lebanese restaurant-style"	""	"Filo pastry stuffed with spinach and onion, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from 1 sample of vegetable lady fingers purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 3 samples of vegetable lady fingers purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1649"
"08F10788"	"Lamb, kafta (kofta) (lamb sausage), Lebanese restaurant-style"	""	"Small sausages of minced lamb and parsley on a wooden skewer, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of kafta purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 4 samples of kafta purchased from Lebanese restaurants located in Sydney in 1991."	"1% (skewer)"	"99% (sausage)"	"Restaurant Foods"	"Mediterranean Foods"	"1650"
"08F10787"	"Lamb, kibbi (meat & burghul), fried, Lebanese restaurant-style"	""	"Egg-shaped balls, typically containing bulgur, meat and pine nuts, then deep-fried, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of fried kibbi purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 4 samples of fried kibbi purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1651"
"08F10789"	"Lamb, kibbi nayeh (burghul & raw lamb), Lebanese restaurant-style"	""	"Mixture of burghul and softened raw lamb, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of kibbi nayeh purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 4 samples of of kibbi nayeh purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1652"
"08F10778"	"Lamb, moussaka, Greek restaurant-style"	""	"Layers of minced meat and fried eggplant, with white sauce, as served in Greek restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and vitamins were derived from a composite of 5 samples of moussaka purchased from a selection of Greek restaurants in 1991 from Sydney suburbs. Proximates, vitamins, minerals and fatty acids were also derived from a composite of 6 samples of moussaka purchased from Greek restaurants located in Sydney in 1981."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1653"
"08F10790"	"Lamb, shish kebab (lamb on skewer), Lebanese restaurant-style"	""	"Lamb cubes and onion, cooked on a wooden skewer, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.916"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of  shish kebabs purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 4 samples of shish kebabs purchased from Lebanese restaurants located in Sydney in 1991."	"2% (wooden skewer)"	"98% (lamb, onion)"	"Restaurant Foods"	"Mediterranean Foods"	"1654"
"08F10827"	"Lamb, souvlakia, Greek take-away"	""	"Marinated lamb that has been cooked by grilling on a skewer, as served in Greek takeaway shops."	""	"Analysed"	"6.25"	"0.953"	"0.000"	"Proximates and vitamins were derived from a composite of 4 samples of lamb souvlakia purchased from a selection of take-away food outlets in 1991 from Sydney suburbs. Proximates, vitamins, minerals and fatty acids were also derived from a composite of 10 samples of lamb souvlakia purchased from take-away stores located in Sydney in 1981."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1655"
"08F10779"	"Lamb, stifado, Greek restaurant-style"	""	"A stew containing lamb, potato and onion in a heavy oil sauce, as served in Greek restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and vitamins were derived from a composite of 2 samples of stifado purchased from Greek restaurants located in Sydney suburbs in 1991. Proximates, vitamins, minerals and fatty acids were also derived from a composite of 2 samples of stifado purchased from Greek restaurants located in Sydney in 1981."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1656"
"02F40189"	"Lasagne (lasagna), beef, Italian restaurant- style"	""	"Commercially produced minced beef and tomato filling in pasta layers with white sauce and cheese as purchased from Italian restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates (except dietary fibre), fatty acids, Ca, Fe, K, Mg, Na, Zn and cholesterol were derived from 2 analyses of a composite of 9 samples purchased from restaurants and takeaway outlets in Sydney in 1982 (Greenfield et al. 1984). Moisture, dietary fibre, Mn, P, B1, B2, B3, retinol and VIT C were derived from a composite of 4 samples purchased from restaurants in Sydney (Greenfield et al. 1991). Moisture, dietary fibre, ACAR, BCAR, CRYP, B1, B2, B3, retinol and VIT C were derived from a composite of 6 samples (1x Findus, 1x Ladeliziosa and 1x Prima Pasta purchased frozen and heated by the laboratory, and 3x from restaurants) purchased in Adelaide (AGAL 1988). Moisture, Cl, F, Mn, P, S, Se, ATOC, B6, biotin and pantothenate were derived from a composite of 8 samples (1x McCain, 1x Black & Gold and 1x Findus purchased frozen and heated by the laboratory, and 5x from restaurants) purchased in Adelaide (AGAL 1993) ."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1657"
"03B10062"	"Omelette, Lebanese restaurant-style"	"Lebanese Omelette"	"Mixture of egg, spinach, pine nuts, parsley and onion, baked. Purchased ready-to-eat from Lebanese restaurants."	""	"Analysed"	"6.25"	"0.890"	"0.000"	"The majority of nutrients were derived from two composites of at least 3 samples from different Lebanese restaurants in the Sydney suburbs of Surry Hills and Randwick sampled in around 1980. Fibre, Cu, Mn, P, Zn and vitamins were derived from the samples purchased in Sydney in 1991. Note high sum of proximates - data should be used with caution."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1658"
"02F40196"	"Pasta marinara, Italian restaurant-style"	"Spaghetti Marinara"	"Cooked pasta, typically spaghetti, with seafood sauce as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 10 samples purchased in Sydney restaurants and retail outlets in 1982. B1, B2, B3, C, retinol, cryptoxanthin, Mn, Cu & P were derived from a composite of 4 samples purchased in Sydney restaurants in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1659"
"02F40200"	"Pasta napoletana, Italian restaurant-style"	""	"Pasta such as spaghetti, with a tomato based sauce, as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates, minerals and fatty acids were derived from a composite of 10 samples of spaghetti napoletana purchased from 5 Italian restaurants in Sydney during March 1982. Vitamins and minerals were derived from a composite of 4 samples of spaghetti napoletana purchased  from Italian restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1660"
"02F40193"	"Pastichio, Greek restaurant-style"	""	"Commercially produced layers of minced meat and pasta with white sauce topping as served in Greek restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates, fatty acids, Na, K, Ca, Fe, Mg and Zn were derived from a composite sample purchased from various restaurants in Sydney in 1981 (Greenfield et al. 1983). Dietary fibre was from a second analysis by AGAL (1992). All other vitamins and minerals were derived from a composite of 4 samples purchased from Sydney restaurants (Greenfield et al. 1991)."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1661"
"02E60257"	"Pastry triangles, filled with spinach, Lebanese restaurant-style"	""	"Pastry triangles filled with spinach and onion, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of spinach pie purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 3 samples of spinach pie purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1662"
"02F40190"	"Ravioli, beef, Italian restaurant- style"	""	"Commercially produced minced beef filling enclosed in small pasta envelopes, in tomato-based sauce, with cheese as purchased from Italian restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates (except dietary fibre), fatty acids, Ca, Fe, K, Mg, Na, Zn and cholesterol are an average of 2 analyses of composite samples containing 10 samples purchased from restaurants in Sydney in 1982 (Greenfield et al. 1984). Moisture, dietary fibre, Cu, Mn, P, B1, B2, B3, retinol and VIT C were derived from a composite of 4 samples purchased from restaurants in Sydney (Greenfield et al. 1991). Moisture, dietary fibre, ACAR, BCAR, CRYP, B1, B2, B3, retinol and VIT C were derived from a composite of 5 samples (1x McCain and 1x Ladeliziosa purchased frozen and heated by the laboratory, and 3x from restaurants) purchased in Adelaide (AGAL 1988). Moisture, Cl, Cu, F, Mn, P, S, Se, ATOC, B6, biotin and pantothenate were derived from a composite of 8 samples (2x Findus and 2x Buona Pasta purchased frozen and heated by the laboratory, and 4x from restaurants) purchased from 7 outlets in Adelaide (AGAL 1993)."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1663"
"08E20122"	"Sausage, Lebanese restaurant-style"	""	"Sausage made from minced lamb, shallots, wine and herbs, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients including proximates, vitamins and minerals were derived from a composite of 3 Lebanese sausages purchased from restaurants in Sydney in the early 1990s (Ethnic Foods Program). Some nutrients were also derived from a composite of 8 samples of sausages purchased from 3 Lebanese restaurants in Sydney in the early 1980s."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1664"
"13B10231"	"Skordalia, Greek restaurant-style"	""	"Bread, potato, garlic and olive dip as served in Greek restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and vitamins were derived from a composite of 3 samples of skordalia purchased from a selection of Greek restaurants in 1991 from Sydney suburbs. Proximates, vitamins, minerals and fatty acids were also derived from a composite of 4 samples of skordalia from Greek restaurants located in Sydney in 1981."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1665"
"02F40199"	"Spaghetti Bolognese, Italian restaurant-style"	""	"Pasta such as spaghetti, with meat and tomato sauce, as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates, minerals and fatty acids were derived from a composite of 10 samples of spaghetti bolognaise purchased from 5 Italian restaurants in Sydney during March 1982. Vitamins and minerals were also derived a composite of 4 samples of spaghetti bolognaise purchased from Italian restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1666"
"02E60242"	"Spanakopita, commercial, ready to eat, individual size"	"Spinach Pie"	"Commercially produced Greek style cheese, spinach and egg filling enclosed in fillo pastry and baked."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates (except dietary fibre), fatty acids, Na, K, Ca, Fe, Mg and Zn were derived from a composite of 10 samples purchased from takeaway stores in Sydney (Greenfield et al. 1983). Moisture, dietary fibre, ACAR, B1, B2, B3, BCAR, CRYP, retinol and VIT C were derived from a composite of 3 samples (2x unbranded and 1x Coleiro & Sons) purchased in South Australia frozen and baked in the laboratory after thawing (AGAL 1988). Moisture, Cu, Mn, P, Cl, Se, S, F, ATOC, B6, pantothenate and biotin were derived from a composite of 8 samples from bakeries and restaurants purchased from 8 stores in Adelaide (AGAL 1993). Folate and iodine were imputed from spinach & cheese pastry."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1667"
"13B10225"	"Tabouleh, Lebanese restaurant-style"	"Tabbouleh"	"A Lebanese style salad typically containing a mixture of parsley, bulgur, mint, tomato, onion, oil, a pinch of cinnamon and lemon juice, as purchased in Lebanese restaurants."	""	"Analysed"	"5.83"	"0.950"	"0.000"	"The majority of nutrients including proximates, vitamins, minerals and fatty acids were derived from a composite of 4 samples of Tabouleh purchased from Lebanese restaurants in Sydney (Greenfield et al. 1980 and Wills et al 1981). Vitamins and minerals were also derived from a composite of 3 samples of Tabouleh purchased from take away shops and restaurants in Sydney in 1990 (AGAL, 1991). Folate was estimated from proportions of continental raw parsley and bulgur. Fatty acids were imputed from olive oil."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1668"
"13B10232"	"Tomato, stuffed, Greek restaurant-style"	""	"Tomatoes stuffed with minced meat, rice and spices, then baked, as served in Greek restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and vitamins were derived from a composite of 2 samples of stuffed tomatoes purchased from a selection of Greek restaurants in 1991 from Sydney suburbs. Proximates, vitamins, minerals and fatty acids were also derived from a composite of 4 samples of stuffed tomatoes purchased from Greek restaurants located in Sydney in 1981."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1669"
"02E60243"	"Tyropita (cheese pie), commercial, ready to eat, individual size"	"Cheese Pie"	"Commercially produced Greek style egg and cheese filling, enclosed in fillo pastry and baked."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates (except dietary fibre), fatty acids, Na, K, Ca, Fe, Mg and Zn were derived from a composite of 10 samples purchased from takeaway stores in Sydney (Greenfield et al. 1983). Moistuer, dietary fibre, ACAR, B1, B2, B3, BCAR, CRYP, retinol and VIT C were derived from a composite of 2 samples (1x Atsalas Gourmet Foods and 1x Coleiro & Sons)- purchased in South Australia frozen and baked in the laboratory after thawing (AGAL 1988). Moisture, Cu, Mn, P, Cl, Se, S, F, ATOC, B6, pantothenate and biotin were derived from a composite of 8 samples (4x bakeries/restaurants, 1x Atsalas Gourmet Foods and 3x Borg & Sons) purchased from 8 stores in Adelaide (AGAL 1993). Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1670"
"08F10794"	"Veal, marsala, Italian restaurant-style"	""	"Veal slices in a marsala-based sauce, as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates, minerals and fatty acids were derived from a composite of 7 samples of veal marsala purchased from 7 Italian restaurants in Sydney during March 1982. Vitamins and minerals were also derived from a composite of 4 samples of veal marsala purchased from restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1671"
"08F10792"	"Veal, osso bucco, Italian restaurant-style"	""	"Veal shin pieces cooked in a tomato and mushroom sauce, as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates, minerals and fatty acids were derived from a composite of 2 samples of osso bucco purchased from 2 Italian restaurants in Sydney during March 1982. Vitamins and minerals were also derived from a composite of 2 samples of osso bucco purchased from Sydney restaurants in 1991."	"16% (bone)"	"84% (meat and sauce)"	"Restaurant Foods"	"Mediterranean Foods"	"1672"
"08F10793"	"Veal, saltimbocca, Italian restaurant-style"	""	"Slices of veal with ham, cheese, sage and wine, as served in Italian restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates, minerals and fatty acids were derived from a composite of 6 samples of saltimbocca purchased from 6 Italian restaurants in Sydney during March 1982. Vitamins and minerals were also derived from a composite of 4 samples of saltimbocca purchased from restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1673"
"13B10234"	"Vine leaf, stuffed with meat & rice, Lebanese restaurant-style"	""	"Rice and meat filling wrapped in a vine leaf, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of stuffed vine leaves purchased from Lebanese restaurants in Sydney. Vitamins and minerals were also derived from a composite of 3 samples of stuffed vine leaves purchased from Lebanese restaurants located in Sydney in 1991. Low sum of proximates use values with care."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1674"
"13B10235"	"Vine leaf, stuffed with rice & tomato, Lebanese restaurant-style"	""	"Rice and tomato filling wrapped in a vine leaf, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from a composite of 4 samples of stuffed vine leaves purchased  from Lebanese restaurants in Sydney. Vitamins and minerals were also derived  from a composite of 3 samples of stuffed vine leaves purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1675"
"13B10233"	"Zucchini, stuffed with meat & rice, Lebanese restaurant-style"	""	"Zucchini stuffed with rice, meat, pine nuts and parsley, and baked with sauce, as served in Lebanese restaurants."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Proximates and minerals were derived from 1 sample of stuffed zucchinis purchased from a Lebanese restaurant in Sydney. Vitamins and minerals were also derived from a composite of 3 samples of stuffed zucchini purchased from Lebanese restaurants located in Sydney in 1991."	"nil"	"100%"	"Restaurant Foods"	"Mediterranean Foods"	"1676"
"05A10542"	"Barramundi, aquacultured, fillets, raw"	""	"Uncooked fillets of barramundi, produced under aquaculture and imported into Australia."	"Lates calcarifer"	"Analysed"	"6.25"	"0.700"	"0.000"	"Ten samples were collected at the point of importation into Australia from Myanmar, Thailand and Vietnam in 2005 and analysed individually for As, Cd, Co, Cr, Cu, Hg, Mo, Ni, Pb, Sb, Se and Zn. Subsamples were combined into three composites for analysis of moisture, protein, fat and fatty acids. Another sample purchased in NSW in 2005 was analysed for fat and fatty acids. Note that one purchase of barramundi from Myanmar has a somewhat different fatty acid composition and may have been mislabelled. Carbohydrates, fibre and Vitamin C  were imputed."	"fins, bones, dissection drip"	"100% (flesh, skin)"	"Seafood and Seafood Products"	"Fish"	"1677"
"05A10619"	"Barramundi, aquacultured fillets, steamed or poached"	""	"Fillets of barramundi, produced under aquaculture and imported into Australia. Cooked by steaming or poaching."	"Lates calcarifer"	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (flesh, skin)"	"Seafood and Seafood Products"	"Fish"	"1678"
"05A10615"	"Bassa (basa), fillet, raw"	""	"Uncooked fillets of the fish commonly known as Bassa, produced by aquaculture and imported into Australia."	""	"Analysed"	"6.25"	"0.700"	"0.000"	"Minerals were derived from 18 individual samples purchased in retail or wholesale outlets in SA, WA, QLD, Vic, NSW & Tas from April to June 2005. Proximates and fatty acids were derived from 3 composited samples prepared as part of the same program. Carbohydrates, fibre and vitamin C were imputed."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1679"
"05A10626"	"Bassa (basa), steamed or poached"	""	"Fillets of the fish commonly known as Bassa, produced by aquaculture and imported into Australia. Cooked by steaming or poaching."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1680"
"05A10586"	"Blue grenadier (hoki), flesh, baked"	""	"Flesh portion only of blue grenadier (commonly known as hoki). Cooked by baking without the addition of fat or oil.  Data refer to fish from New Zealand imported into Australia."	""	"Borrowed"	"6.25"	"0.700"	"0.000"	"Data borrowed was borrowed from NZ Food Composition Tables, 6th edition, record K60."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1681"
"05A10544"	"Bream, flesh, raw"	""	"Uncooked flesh portion only of bream."	"Acanthropagrus australis or A. butcheri"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of nutrients were derived from a composite of 4 samples purchased in Adelaide in May 1987. Species were unable to be confirmed by electrophoresis due to absence of reference fish. Note uncertainty with identification of some long chain fatty acids. I, Se, Cl, F, tocopherols, vitamin D, pantothenate and folate were derived from a composite of 8 samples of A. butcheri purchased in Melbourne in June 2000 and originating from Lakes Entrance. Fibre is imputed."	"fins, scales, dissection drip, skin, guts, head, tail"	"As fillets: 85% (flesh, skin). As whole fish: 25% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1682"
"05A10543"	"Bream, flesh, steamed"	""	"Fillets of bream flesh cooked by steaming."	"Acanthopagrus australis, A. butcheri"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of nutrients were derived from a composite of 4 samples purchased in Adelaide in May 1987. Species were unable to be confirmed by electrophoresis due to absence of reference fish. Note uncertainty with identification of some long chain fatty acids. I, Se, Cl, F, tocopherols, vitamin D, pantothenate and folate were derived from a composite of 8 samples of A. butcheri purchased in Melbourne in June 2000 and originating from Lakes Entrance. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1683"
"05A10620"	"Bream, fillet, baked in foil, no added fat"	""	"Fillets of bream flesh, wrapped in aluminium foil and baked without adding oil or fat."	"Acanthropagrus australis, A. butcheri"	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"As cooked 100% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1684"
